prep_test,module_id,prep_test_title,section_number,is_experimental,source_group_id,first_question,last_question,question_count,passage_html,passage_type,p_tag_count,heading_p_count,paragraph_count,html_flags,passage_uniqueness,also_appears_in,explanation_status,explanation_p_count,explanation_html,overall_html,qc_notes
117,LSAC117,The Official LSAT PrepTest 117,1,FALSE,RC-E026,8,14,7,"<p style='text-indent: 1em;'>In the field of historiography—the writing of history based on a critical examination of authentic primary information sources—one area that has recently attracted attention focuses on the responses of explorers and settlers to new landscapes in order to provide insights into the transformations the landscape itself has undergone as a result of settlement. In this endeavor historiographers examining the history of the Pacific Coast of the United States have traditionally depended on the records left by European American explorers of the nineteenth century who, as commissioned agents of the U.S. government, were instructed to report thoroughly their findings in writing.</p><p style='text-indent: 1em;'>But in furthering this investigation some historiographers have recently recognized the need to expand their definition of what a source is. They maintain that the sources traditionally accepted as documenting the history of the Pacific Coast have too often omitted the response of Asian settlers to this territory. In part this is due to the dearth of written records left by Asian settlers; in contrast to the commissioned agents, most of the people who first came to western North America from Asia during this same period did not focus on developing a self-conscious written record of their involvement with the landscape. But because a full study of a culture's historical relationship to its land cannot confine itself to a narrow record of experience, these historiographers have begun to recognize the value of other kinds of evidence, such as the actions of Asian settlers.</p><p style='text-indent: 1em;'>As a case in point, the role of Chinese settlers in expanding agriculture throughout the Pacific Coast territory is integral to the history of the region. Without access to the better land, Chinese settlers looked for agricultural potential in this generally arid region where other settlers did not. For example, where settlers of European descent looked at willows and saw only useless, untillable swamp, Chinese settlers saw fresh water, fertile soil, and the potential for bringing water to more arid areas via irrigation. Where other settlers who looked at certain weeds, such as wild mustard, generally saw a nuisance, Chinese settlers saw abundant raw material for valuable spices from a plant naturally suited to the local soil and climate.</p><p style='text-indent: 1em;'>Given their role in the labor force shaping this territory in the nineteenth century, the Chinese settlers offered more than just a new view of the land. Their vision was reinforced by specialized skills involving swamp reclamation and irrigation systems, which helped lay the foundation for the now well-known and prosperous agribusiness of the region. <lr data-itemid='12753-12'>That 80 percent of the area's cropland is now irrigated and that the region is currently the top producer of many specialty crops cannot be fully understood by historiographers without attention to the input of Chinese settlers as reconstructed from their interactions with that landscape.</lr></p>",Single,4,0,4,INLINE_STYLE,Reused,LSAC044,Not started,,,,
117,LSAC117,The Official LSAT PrepTest 117,1,FALSE,RC-G007,15,20,6,"<p style='text-indent: 1em;'>The survival of nerve cells, as well as their performance of some specialized functions, is regulated by chemicals known as neurotrophic factors, which are produced in the bodies of animals, including humans. Rita Levi-Montalcini's discovery in the 1950s of the first of these agents, a hormonelike substance now known as NGF, was a crucial development in the history of biochemistry, which led to Levi-Montalcini sharing the Nobel Prize for medicine in 1986.</p><p style='text-indent: 1em;'>In the mid-1940s, Levi-Montalcini had begun by hypothesizing that many of the immature nerve cells produced in the development of an organism are normally programmed to die. In order to confirm this theory, she conducted research that in 1949 found that, when embryos are in the process of forming their nervous systems, they produce many more nerve cells than are finally required, the number that survives eventually adjusting itself to the volume of tissue to be supplied with nerves. A further phase of the experimentation, which led to Levi-Montalcini's identification of the substance that controls this process, began with her observation that the development of nerves in chick embryos could be stimulated by implanting a certain variety of mouse tumor in the embryos. She theorized that a chemical produced by the tumors was responsible for the observed nerve growth. To investigate this hypothesis, she used the then new technique of tissue culture, by which specific types of body cells can be made to grow outside the organism from which they are derived. Within twenty-four hours, her tissue cultures of chick embryo extracts developed dense halos of nerve tissue near the places in the culture where she had added the mouse tumor. Further research identified a specific substance contributed by the mouse tumors that was responsible for the effects Levi-Montalcini had observed: a protein that she named ""nerve growth factor"" (NGF).</p><p style='text-indent: 1em;'>NGF was the first of many cell-growth factors to be found in the bodies of animals. Through Levi-Montalcini's work and other subsequent research, it has been determined that this substance is present in many tissues and biological fluids, and that it is especially concentrated in some organs. In developing organisms, nerve cells apparently receive this growth factor locally from the cells of muscles or other organs to which they will form connections for transmission of nerve impulses, and sometimes from supporting cells intermingled with the nerve tissue. NGF seems to play two roles, serving initially to direct the developing nerve processes toward the correct, specific ""target"" cells with which they must connect, and later being necessary for the continued survival of those nerve cells. During some periods of their development, the types of nerve cells that are affected by NGF—primarily cells outside the brain and spinal cord—die if the factor is not present or if they encounter anti-NGF antibodies.</p>",Single,3,0,3,INLINE_STYLE,Reused,LSAC044,Not started,,,,
117,LSAC117,The Official LSAT PrepTest 117,1,FALSE,RC-Z054,21,27,7,"<p style='text-indent: 1em;'>The proponents of the Modern Movement in architecture considered that, compared with the historical styles that it replaced, Modernist architecture more accurately reflected the <lr data-itemid='HN002129'>functional spirit</lr> of twentieth-century technology and was better suited to the newest building methods. It is ironic, then, that the Movement fostered an ideology of design that proved to be at odds with the way buildings were really built.</p><p style='text-indent: 1em;'>The tenacious adherence of Modernist architects and critics to this ideology was in part responsible for the Movement's decline. Originating in the 1920s as a marginal, almost bohemian art movement, the Modern Movement was never very popular with the public, but this very lack of popular support produced in Modernist architects a high-minded sense of mission—not content merely to interpret the needs of the client, these architects now sought to persuade, to educate, and, if necessary, to dictate. By 1945 the tenets of the Movement had come to dominate mainstream architecture, and by the early 1950s, to dominate architectural criticism—architects whose work seemed not to advance the evolution of the Modern Movement <lr data-itemid='HN002129'>tended</lr> to be dismissed by proponents of Modernism. On the other hand, when architects were identified as innovators—as was the case with Otto Wagner, or the young Frank Lloyd Wright—attention was drawn to only those features of their work that were ""Modern""; other aspects were conveniently ignored.</p><p style='text-indent: 1em;'>The decline of the Modern Movement later in the twentieth century occurred partly as a result of Modernist architects' ignorance of building methods, and partly because Modernist architects were reluctant to admit that their concerns were chiefly aesthetic. Moreover, the building industry was evolving in a direction Modernists had not anticipated: it was more specialized and the process of construction was much more fragmented than in the past. Up until the twentieth century, construction had been carried out by a relatively small number of tradespeople, but as the building industry evolved, buildings came to be built by many specialized subcontractors working independently. The architect's design not only had to accommodate a sequence of independent operations, but now had to reflect the allowable <lr data-itemid='HN002129'>degree of inaccuracy</lr> of the different trades. However, one of the chief construction ideals of the Modern Movement was to ""honestly"" expose structural materials such as steel and concrete. To do this and still produce a visually acceptable interior called for an unrealistically high level of craftmanship. Exposure of a building's internal structural elements, if it could be achieved at all, could only be accomplished at considerable cost—hence the well-founded reputation of Modern architecture as prohibitively expensive.</p><p style='text-indent: 1em;'>As Postmodern architects recognized, the need to expose structural elements imposed unnecessary limitations on building design. The unwillingness of architects of the Modern Movement to abandon their ideals contributed to the decline of interest in the Modern Movement.</p><p style='text-indent: 1em;'></p><p style='text-indent: 1em;'></p>",Single,6,0,4,EMPTY_P;INLINE_STYLE,Reused,LSAC044,Not started,,,,
118,LSAC118,The Official LSAT PrepTest 118,2,FALSE,RC-G004,1,6,6,"<p style='text-indent: 1em;'>A number of natural disasters in recent years—such as earthquakes, major storms, and floods—that have affected large populations of people have forced relief agencies, communities, and entire nations to reevaluate the ways in which they respond in the aftermaths of such disasters. They believe that traditional ways of dealing with disasters have proved ineffective on several occasions and, in some cases, have been destructive rather than helpful to the communities hit by these sudden and unexpected crises. Traditionally, relief has been based on the premise that aid in postdisaster situations is most effective if given in the immediate aftermath of an event. A high priority also has been placed on the quantity of aid materials, programs, and personnel, in the belief that the negative impact of a disaster can be counteracted by a large and rapid infusion of aid.</p><p style='text-indent: 1em;'>Critics claim that such an approach often creates a new set of difficulties for already hard-hit communities. Teams of uninvited experts and personnel—all of whom need food and shelter—as well as uncoordinated shipments of goods and the establishment of programs inappropriate to local needs can quickly lead to a secondary ""disaster"" as already strained local infrastructures break down under the pressure of this large influx of resources. In some instances, tons of food have disappeared into local markets for resale, and, with inadequate accounting procedures, billions of dollars in aid money have gone unaccounted for.</p><p style='text-indent: 1em;'>To develop a more effective approach, experts recommend shifting the focus to the long term. A response that produces lasting benefit, these experts claim, requires that community members define the form and method of aid that are most appropriate to their needs. Grassroots dialogue designed to facilitate preparedness should be encouraged in disaster-prone communities long before the onset of a crisis, so that in a disaster's immediate aftermath, relief agencies can rely on members of affected communities to take the lead. The practical effect of this approach is that aid takes the form of a response to the stated desires of those affected rather than an immediate, though less informed, action on their behalf.</p><p style='text-indent: 1em;'>Though this proposal appears sound, its success depends on how an important constituency, namely donors, will respond. Historically, donors—individuals, corporations, foundations, and governmental bodies—have been most likely to respond only in the immediate aftermath of a crisis. However, communities affected by disasters typically have several long-term needs such as the rebuilding of houses and roads, and thus the months and years after a disaster are also crucial. Donors that incorporate dialogue with members of affected communities into their relief plans could foster strategies that more efficiently utilize immediate aid as well as provide for the difficulties facing communities in the years after a disaster.</p>",Single,4,0,4,INLINE_STYLE,Reused,LSAC045,Not started,,,,
118,LSAC118,The Official LSAT PrepTest 118,2,FALSE,RC-F003,7,14,8,"<p style='text-indent: 1em;'>The moral precepts embodied in the Hippocratic oath, which physicians standardly affirm upon beginning medical practice, have long been considered the immutable bedrock of medical ethics, binding physicians in a moral community that reaches across temporal, cultural, and national barriers. Until very recently the promises expressed in that oath—for example to act primarily for the benefit and not the harm of patients and to conform to various standards of professional conduct including the preservation of patients' confidences—even seemed impervious to the powerful scientific and societal forces challenging it. Critics argue that the oath is outdated; its fixed moral rules, they say, are incompatible with more flexible modern ideas about ethics. It also encourages doctors to adopt an authoritarian stance that depreciates the privacy and autonomy of the patient. Furthermore, its emphasis on the individual patient without regard for the wider social context frustrates the physician's emerging role as gatekeeper in managed care plans and impedes competitive market forces, which, some critics believe, should determine the quality, price, and distribution of health care as they do those of other commodities. The oath is also faulted for its omissions: its failure to mention such vital contemporary issues as human experimentation and the relationships of physicians to other health professionals. Some respected opponents even cite historical doubts about the oath's origin and authorship, presenting evidence that it was formulated by a small group of reformist physicians in ancient Greece and that for centuries it was not uniformly accepted by medical practitioners.</p><p style='text-indent: 1em;'>This historical issue may be dismissed at the outset as irrelevant to the oath's current appropriateness. Regardless of the specific origin of its text—which, admittedly, is at best uncertain—those in each generation who critically appraise its content and judge it to express valid principles of medical ethics become, in a more meaningful sense, its authors. More importantly, even the more substantive, morally based arguments concerning contemporary values and newly relevant issues cannot negate the patients' need for assurance that physicians will pursue appropriate goals in treatment in accordance with generally acceptable standards of professionalism. To fulfill that need, the core value of beneficence—which does not actually conflict with most reformers' purposes—should be retained, with adaptations at the oath's periphery by some combination of revision, supplementation, and modern interpretation. In fact, there is already a tradition of peripheral reinterpretation of traditional wording; for example, the oath's vaguely and archaically worded proscription against ""cutting for the stone"" may once have served to forbid surgery, but with today's safer and more effective surgical techniques it is understood to function as a promise to practice within the confines of one's expertise, which remains a necessary safeguard for patients' safety and well-being.</p>",Single,2,0,2,INLINE_STYLE,Reused,LSAC045,Not started,,,,
118,LSAC118,The Official LSAT PrepTest 118,2,FALSE,RC-C030,15,19,5,"<p style='text-indent: 1em;'>A lichen consists of a fungus living in symbiosis (i.e., a mutually beneficial relationship) with an alga. Although most branches of the complex evolutionary family tree of fungi have been well established, the evolutionary origins of lichen-forming fungi have been a mystery. But a new DNA study has revealed the relationship of lichen-forming fungi to several previously known branches of the fungus family tree. The study reveals that, far from being oddities, lichen-forming fungi are close relatives of such common fungi as brewer's yeast, morel mushrooms, and the fungus that causes Dutch elm disease. This accounts for the visible similarity of certain lichens to more recognizable fungi such as mushrooms.</p><p style='text-indent: 1em;'>In general, fungi present complications for the researcher. Fungi are usually parasitic or symbiotic, and researchers are often unsure whether they are examining fungal DNA or that of the associated organism. But lichen-forming fungi are especially difficult to study. They have few distinguishing characteristics of shape or structure, and they are unusually difficult to isolate from their partner algae, with which they have a particularly delicate symbiosis. In some cases the alga is wedged between layers of fungal tissue; in others, the fungus grows through the alga's cell walls in order to take nourishment, and the tissues of the two organisms are entirely enmeshed and inseparable. As a result, lichen-forming fungi have long been difficult to classify definitively within the fungus family. By default they were thus considered a separate grouping of fungi with an unknown evolutionary origin. But, using new analytical tools that allow them to isolate the DNA of fungi in parasitic or symbiotic relationships, researchers were able to establish the DNA sequence in a certain gene found in 75 species of fungi, including 10 species of lichen-forming fungi. Based on these analyses, the researchers found 5 branches on the fungus family tree to which varieties of lichen-forming fungi belong. Furthermore, the researchers stress that it is likely that as more types of lichen-forming fungi are analyzed, they will be found to belong to still more branches of the fungus family tree. </p><p style='text-indent: 1em;'>One implication of the new research is that it provides evidence to help overturn the long-standing evolutionary assumption that parasitic interactions inevitably evolve over time to a greater benignity and eventually to symbiosis so that the parasites will not destroy their hosts. The addition of lichen-forming fungi to positions along branches of the fungus family tree indicates that this assumption does not hold for fungi. Fungi both harmful and benign can now be found both early and late in fungus evolutionary history. Given the new layout of the fungus family tree resulting from the lichen study, it appears that fungi can evolve toward mutualism and then just as easily turn back again toward parasitism.</p>",Single,3,0,3,INLINE_STYLE,Reused,LSAC045,Not started,,,,
118,LSAC118,The Official LSAT PrepTest 118,2,FALSE,RC-D031,20,27,8,"<p><em style=""font-style: italic;"">The following passage was written in the late 1980s.</em></p><p><em style=""font-style: italic;"">&emsp;</em>The struggle to obtain legal recognition of aboriginal rights is a difficult one, and even if a right is written into the law there is no guarantee that the future will not bring changes to the law that undermine the right. For this reason, the federal government of Canada in 1982 extended constitutional protection to those aboriginal rights already recognized under the law. This protection was extended to the Indian, Inuit, and Métis peoples, the three groups generally thought to comprise the aboriginal population in Canada. <lr data-itemid='12481-05'>But this decision has placed on provincial courts the enormous burden of interpreting and translating the necessarily general constitutional language into specific rulings.</lr> The result has been inconsistent recognition and establishment of aboriginal rights, despite the continued efforts of aboriginal peoples to raise issues concerning their rights.</p><p style='text-indent: 1em;'>Aboriginal rights in Canada are defined by the constitution as aboriginal peoples' rights to ownership of land and its resources, the inherent right of aboriginal societies to self-government, and the right to legal recognition of indigenous customs. But difficulties arise in applying these broadly conceived rights. For example, while it might appear straightforward to affirm legal recognition of indigenous customs, the exact legal meaning of ""indigenous"" is extremely difficult to interpret. The intent of the constitutional protection is to recognize only long-standing traditional customs, not those of recent origin; provincial courts therefore require aboriginal peoples to provide legal documentation that any customs they seek to protect were practiced sufficiently long ago—a criterion defined in practice to mean prior to the establishment of British sovereignty over the specific territory. However, this requirement makes it difficult for aboriginal societies, which often relied on oral tradition rather than written records, to support their claims. </p><p style='text-indent: 1em;'>Furthermore, even if aboriginal peoples are successful in convincing the courts that specific rights should be recognized, it is frequently difficult to determine exactly what these rights amount to. Consider aboriginal land claims. Even when aboriginal ownership of specific lands is fully established, there remains the problem of interpreting the meaning of that ""ownership."" In a 1984 case in Ontario, an aboriginal group claimed that its property rights should be interpreted as full ownership in the contemporary sense of private property, which allows for the sale of the land or its resources. But the provincial court instead ruled that the law had previously recognized only the aboriginal right to use the land and therefore granted property rights so minimal as to allow only the bare survival of the community. <lr data-itemid='12481-11'>Here, the provincial court's ruling was excessively conservative in its assessment of the current law.</lr> Regrettably, it appears that this group will not be successful unless it is able to move its case from the provincial courts into the Supreme Court of Canada, which will be, one hopes, more insistent upon a satisfactory application of the constitutional reforms.</p>",Single,4,0,3,PREAMBLE_P;INLINE_STYLE,Reused,LSAC045,Not started,,,,
119,LSAC119,The Official LSAT PrepTest 119,1,FALSE,RC-D017,1,7,7,"<p style='text-indent: 1em;'>Economists have long defined prosperity in terms of monetary value, gauging a given nation's prosperity solely on the basis of the total monetary value of the goods and services produced annually. However, critics point out that defining prosperity solely as a function of monetary value is questionable since it fails to recognize other kinds of values, such as quality of life or environmental health, that contribute directly to prosperity in a broader sense. For example, as the earth's ozone layer weakens and loses its ability to protect people from ultraviolet radiation, sales of hats, sunglasses, and sunscreens are likely to skyrocket, all adding to the nation's total expenditures. In this way, troubling reductions in environmental health and quality of life may in fact initiate economic activity that, by the economists' measure, bolsters prosperity.</p><p style='text-indent: 1em;'>It can also happen that communities seeking to increase their prosperity as measured strictly in monetary terms may damage their quality of life and their environment. The situation of one rural community illustrates this point: residents of the community value the local timber industry as a primary source of income, and they vocally protested proposed limitations on timber harvests as a threat to their prosperity. Implicitly adopting the economists' point of view, the residents argued that the harvest limitations would lower their wages or even cause the loss of jobs.</p><p style='text-indent: 1em;'>But critics of the economists' view argue that this view of the situation overlooks a crucial consideration. Without the harvest limitations, they say, the land on which the community depends would be seriously damaged. Moreover, they point out that the residents themselves cite the abundance of natural beauty as one of the features that make their community a highly desirable place to live. But it is also extremely poor, and the critics point out that the residents could double their incomes by moving only 150 kilometers away. From their decision not to do so, the critics conclude that their location has substantial monetary value to them. The community will thus lose much more—even understood in monetary terms—if the proposed harvest limits are not implemented.</p><p style='text-indent: 1em;'>Economists respond by arguing that to be a useful concept, prosperity must be defined in easily quantifiable terms, and that prosperity thus should not include difficult-to-measure values such as happiness or environmental health. But this position dodges the issue—emphasizing ease of calculation causes one to disregard substantive issues that directly influence real prosperity. <lr data-itemid='11592-05'>The economists' stance is rather like that of a literary critic who takes total sales to be the best measure of a book's value—true, the number of copies sold is a convenient and quantifiable measure, but it is a poor substitute for an accurate appraisal of literary merit.</lr></p>",Single,4,0,4,INLINE_STYLE,Reused,LSAC046,Not started,,,,
119,LSAC119,The Official LSAT PrepTest 119,1,FALSE,RC-B009,8,15,8,"<p style='text-indent: 1em;'>Joy Kogawa's <em style=""font-style: italic;"">Obasan</em> is an account of a Japanese-Canadian family's experiences during World War II. The events are seen from the viewpoint of a young girl who watches her family disintegrate as it undergoes the relocation that occurred in both Canada and the United States. Although the experience depicted in <em style=""font-style: italic;"">Obasan</em> is mainly one of dislocation, Kogawa employs subtle techniques that serve to emphasize her major character's heroism and to critique the majority culture. The former end is achieved through the novel's form and the latter through the symbols it employs.</p><p style='text-indent: 1em;'>The form of the novel parallels the three-stage structure noted by anthropologists in their studies of rites of passage. According to these anthropologists, a rite of passage begins with separation from a position of security in a highly structured society; proceeds to alienation in a deathlike state where one is stripped of status, property, and rank; and concludes with reintegration into society accompanied by a heightened status gained as a result of the second stage. The process thus has the effect of transforming a society's victim into a hero. The first eleven chapters of <em style=""font-style: italic;"">Obasan</em> situate the young protagonist Naomi Nakane in a close-knit, securely placed family within Vancouver society. Chapters 12–32 chronicle the fall into alienation, when Naomi's family is dislodged from its structured social niche and removed from the city into work camps or exile. Separated from her parents, Naomi follows her aunt Aya Obasan to the ghost town of Slocan, where Naomi joins the surrogate family of her uncle and aunt. In chapters 33–39 this surrogate family nurtures Naomi as she develops toward a final integration with the larger society and with herself: as an adult, when she receives a bundle of family documents and letters from her aunt, Naomi breaks through the personal and cultural screens of silence and secretiveness that have enshrouded her past, and reconciles herself with her history.</p><p style='text-indent: 1em;'>Kogawa's use of motifs drawn from Christian rituals and symbols forms a subtle critique of the professed ethics of the majority culture that has shunned Naomi. In one example of such symbolism, Naomi's reacquaintance with her past is compared with the biblical story of turning stone into bread. The bundle of documents—which Kogawa refers to as ""stone-hard facts""—brings Naomi to the recognition of her country's abuse of her people. But implicit in these hard facts, Kogawa suggests, is also the ""bread"" of a spiritual sustenance that will allow Naomi to affirm the durability of her people and herself. Through the careful deployment of structure and symbol, Kogawa thus manages to turn Naomi's experience—and by extension the wartime experiences of many Japanese Canadians—into a journey of heroic transformation and a critique of the majority culture.</p>",Single,3,0,3,INLINE_STYLE,Reused,LSAC046,Not started,,,,
119,LSAC119,The Official LSAT PrepTest 119,1,FALSE,RC-F031,16,21,6,"<p style='text-indent: 1em;'>The pronghorn, an antelope-like mammal that lives on the western plains of North America, is the continent's fastest land animal, capable of running 90 kilometers per hour and of doing so for several kilometers. Because no North American predator is nearly fast enough to chase it down, <lr data-itemid='15077-02'>biologist</lr>s have had difficulty explaining why the pronghorn developed its running prowess. One <lr data-itemid='15077-02'>biologist</lr>, however, has recently claimed that pronghorns run as fast as they do because of adaptation to predators known from fossil records to have been extinct for 10,000 years, such as American cheetahs and long-legged hyenas, either of which, it is believed, were fast enough to run down the pronghorn. </p><p style='text-indent: 1em;'>Like all explanations that posit what is called a relict behavior—a behavior that persists though its only evolutionary impetus comes from long-extinct environmental conditions—this one is likely to meet with skepticism. Most biologists distrust explanations positing relict behaviors, in part because testing these hypotheses is so difficult due to the extinction of a <lr data-itemid='15077-05'>principal component</lr>. They typically consider such historical explanations only when a lack of alternatives forces them to do so. But present-day observations sometimes yield evidence that supports relict behavior hypotheses.</p><p style='text-indent: 1em;'>In the case of the pronghorn, researchers have identified much supporting evidence, as several aspects of pronghorn behavior appear to have been shaped by enemies that no longer exist. For example, pronghorns—like many other grazing animals—roam in herds, which allows more eyes to watch for predators and diminishes the chances of any particular animal being attacked but can also result in overcrowding and increased competition for food. But, since pronghorns have nothing to fear from present-day carnivores and thus have nothing to gain from herding, their herding behavior appears to be another adaptation to extinct threats. Similarly, if speed and endurance were once essential to survival, researchers would expect pronghorns to choose mates based on these athletic abilities, which they do—with female pronghorns, for example, choosing the victor after male pronghorns challenge each other in sprints and chases.</p><p style='text-indent: 1em;'>Relict behaviors appear to occur in other animals as well, increasing the general plausibility of such a theory. For example, one study reports relict behavior in stickleback fish belonging to populations that have long been free of a dangerous predator, the sculpin. In the study, when presented with sculpin, these stickleback fish immediately engaged in stereotypical antisculpin behavior, avoiding its mouth and swimming behind to bite it. Another study found that ground squirrels from populations that have been free from snakes for 70,000 to 300,000 years still clearly recognize rattlesnakes, displaying stereotypical antirattlesnake behavior in the presence of the snake. Such fear, however, apparently does not persist interminably. Arctic ground squirrels, free of snakes for about 3 million years, appear to be unable to recognize the threat of a rattlesnake, exhibiting only disorganized caution even after being bitten repeatedly.</p>",Single,4,0,4,INLINE_STYLE,Reused,LSAC046,Not started,,,,
119,LSAC119,The Official LSAT PrepTest 119,1,FALSE,RC-E023,22,27,6,"<p style='text-indent: 1em;'>Many legal theorists have argued that the only morally legitimate goal in imposing criminal penalties against certain behaviors is to prevent people from harming others. Clearly, such theorists would oppose laws that force people to act purely for their own good or to refrain from certain harmless acts purely to ensure conformity to some social norm. But the goal of preventing harm to others would also justify legal sanctions against some forms of nonconforming behavior to which this goal might at first seem not to apply. </p><p style='text-indent: 1em;'>In many situations it is in the interest of each member of a group to agree to behave in a certain way on the condition that the others similarly agree. In the simplest cases, a mere coordination of activities is itself the good that results. For example, it is in no one's interest to lack a convention about which side of the road to drive on, and each person can agree to drive on one side assuming the others do too. Any fair rule, then, would be better than no rule at all. On the assumption that all people would voluntarily agree to be subject to a coordination rule backed by criminal sanctions, if people could be assured that others would also agree, it is argued to be legitimate for a legislature to impose such a rule. This is because prevention of harm underlies the rationale for the rule, though it applies to the problem of coordination less directly than to other problems, for the act that is forbidden (driving on the other side of the road) is not inherently harm-producing, as are burglary and assault; instead, it is the lack of a coordinating rule that would be harmful.</p><p style='text-indent: 1em;'>In some other situations involving a need for legally enforced coordination, the harm to be averted goes beyond the simple lack of coordination itself. This can be illustrated by an example of a coordination rule—instituted by a private athletic organization—which has analogies in criminal law. At issue is whether the use of anabolic steroids, which build muscular strength but have serious negative side effects, should be prohibited. Each athlete has at stake both an interest in having a fair opportunity to win and an interest in good health. If some competitors use steroids, others have the option of either endangering their health or losing their fair opportunity to win. Thus they would be harmed either way. A compulsory rule could prevent that harm and thus would be in the interest of all competitors. If they understand its function and trust the techniques for its enforcement, they will gladly consent to it. So while it might appear that such a rule merely forces people to act for their own good, the deeper rationale for coercion here—as in the above example—is a <lr data-itemid='13675-04'>somewhat complex</lr> appeal to the legitimacy of enforcing a rule with the goal of preventing harm.</p>",Single,3,0,3,INLINE_STYLE,Reused,LSAC046,Not started,,,,
120,LSAC120,The Official LSAT PrepTest 120,2,FALSE,RC-D032,1,5,5,"<p style='text-indent: 1em;'>In 1963, a three-week-long demonstration for jobs at the construction site of the Downstate Medical Center in Brooklyn, New York, became one of the most significant and widely publicized campaigns of the civil rights movement in the United States. An interdenominational group made up mostly of locally based African American ministers, who had remained politically moderate until then, organized and led hundreds of people in an aggressive protest. Their efforts relied mainly on the participation and direct financial support of the ministers' own congregations and other congregations throughout Brooklyn. The goal of this campaign was to build a mass movement that would force changes in government policies as well as in trade union hiring practices, both of which they believed excluded African Americans from construction jobs.</p><p style='text-indent: 1em;'>Inspired by the emergence of African American religious leaders as key figures elsewhere in the civil rights movement, and reasoning that the ministers would be able to mobilize large numbers of people from their congregations and network effectively with other religious leaders throughout the city, the Congress of Racial Equality (CORE), a national civil rights organization, had decided to ask the ministers to lead the Downstate campaign. However, by organizing a civil disobedience campaign, the ministers were jeopardizing one of the very factors that had led CORE to seek their involvement: their positions as politically moderate community leaders. <lr data-itemid='12621-04'>Urban African American ministers and churches had been working for decades with community and government organizations to address the social, political, and economic concerns of their communities, and ministers of African American congregations in Brooklyn had often acted as mediators between their communities and the government.</lr> Many of them also worked for major political parties and ran for political office themselves. By endorsing and leading the Downstate protest, the ministers were risking their political careers and their reputations within their communities for effecting change through established political channels.</p><p style='text-indent: 1em;'>The Downstate campaign ended with an agreement between the ministers and both government and union officials. This agreement did not include new legislation or a commitment to a specific numerical increase in jobs for African Americans, as the protestors had demanded. But even though some civil rights activists therefore considered the agreement incomplete, government officials did pledge to enforce existing antidiscrimination legislation. Moreover, the Downstate campaign effectively aroused public concern for the previously neglected problem of discrimination in the construction industry. It also drew public attention, which had hitherto focused on the progress of the civil rights movement primarily in the southern United States, to the additional need to alleviate discrimination in the North. Finally, throughout the campaign, the ministers managed to maintain their moderate political ties. The dual role played by the ministers—activists who nonetheless continued to work through established political channels—served as a model for future ministers who sought to initiate protest actions on behalf of their communities.</p>",Single,3,0,3,INLINE_STYLE,Reused,LSAC047,Not started,,,,
120,LSAC120,The Official LSAT PrepTest 120,2,FALSE,RC-D025,6,11,6,"<p style='text-indent: 1em;'>The Cultural Revolution of 1966 to 1976, initiated by Communist Party Chairman Mao Zedong in an attempt to reduce the influence of China's intellectual elite on the country's institutions, has had lasting repercussions on Chinese art. It intensified the absolutist mind-set of Maoist Revolutionary Realism, which had dictated the content and style of Chinese art even before 1966 by requiring that artists ""truthfully"" depict the realities of socialist life in China. Interest in nonsocial, nonpolitical subjects was strictly forbidden, and, during the Cultural Revolution, what constituted truth was entirely for revolutionary forces to decide—the only reality artists could portray was one that had been thoroughly colored and distorted by political ideology.</p><p style='text-indent: 1em;'>Ironically, the same set of requirements that constricted artistic expression during the Cultural Revolution has had the opposite effect since; many artistic movements have flourished in reaction to the monotony of Revolutionary Realism. One of these, the Scar Art movement of the 1980s, was spearheaded by a group of intellectual painters who had been trained in Maoist art schools and then exiled to rural areas during the Cultural Revolution. In exile, these painters were for perhaps the first time confronted with the harsh realities of rural poverty and misery—aspects of life in China that their Maoist mentors would probably have preferred they ignore. As a result of these experiences, they developed a radically new approach to realism. Instead of depicting the version of reality sanctioned by the government, the Scar Art painters chose to represent the ""scarred reality"" they had seen during their exile. Their version of realist painting emphasized the day-to-day hardships of rural life. While the principles of Revolutionary Realism had insisted that artists choose public, monumental, and universal subjects, the Scar artists chose instead to focus on the private, the mundane, and the particular; where the principles of Revolutionary Realism had demanded that they depict contemporary Chinese society as outstanding or perfect, the Scar artists chose instead to portray the bleak realities of modernization.</p><p style='text-indent: 1em;'>As the 1980s progressed, the Scar artists' radical approach to realism became increasingly co-opted for political purposes, and as this political cast became stronger and more obvious, many artists abandoned the movement. Yet a preoccupation with rural life persisted, giving rise to a related development known as the Native Soil movement, which focused on the native landscape and embodied a growing nostalgia for the charms of peasant society in the face of modernization. Where the Scar artists had reacted to the ideological rigidity of the Cultural Revolution by emphasizing the damage inflicted by modernization, the Native Soil painters reacted instead by idealizing traditional peasant life. Unfortunately, in the end Native Soil painting was trivialized by a tendency to romanticize certain qualities of rural Chinese society in order to appeal to Western galleries and collectors.</p>",Single,3,0,3,INLINE_STYLE,Reused,LSAC047,Not started,,,,
